"ticket_no","name","ticket_title","description_plain","comments","solution"
T016716,CommunicationSoft,Issue with database,Issue with database,"We took remote access and, as per the SI's request, we deleted the DownloadDocument table in the communication software. However, the data has not been shrunk or backed up. We provided guidance to the client on how to perform a data shrink and backup.","We took remote access and, as per the SI's request, we deleted the DownloadDocument table in the communication software. However, the data has not been shrunk or backed up. We provided guidance to the client on how to perform a data shrink and backup."
T016718,iApp,CARD or FINGER CONFIGURATION,BST2R device does not function in Card OR Finger mode. When try to update Device Master with Card + Finger command does not pass.,Send RMA,I have already send multiple RMA link but no response from client so i am closing this ticket.
T016718,iApp,CARD or FINGER CONFIGURATION,BST2R device does not function in Card OR Finger mode. When try to update Device Master with Card + Finger command does not pass.,I have already send multiple RMA link but no response from client so i am closing this ticket.,I have already send multiple RMA link but no response from client so i am closing this ticket.
T016719,Biot Device,New installation,New installation,"1. Account Creation and Password Setup: Begin by creating an account on our platform. You will need to provide essential details such as your company name, address, and contact information. This information is crucial for identifying your organization within our system. Once you have filled in the required details, set up a secure password to ensure the safety of your account. A strong password is vital to protect your account from unauthorized access and potential security breaches. 2. Subscription Plan Selection and Device Setup: Choose a subscription plan that best suits your business needs. Our platform offers various plans tailored to different levels of usage and features. During the device setup process, ensure that the device is within Bluetooth range to establish a stable connection. This proximity is necessary to facilitate seamless communication between your device and the platform, enabling smooth setup and operation. 3. Device Integration with Account: Integrate the newly acquired device with your account. You will be prompted to input your Wi-Fi network's SSID and password details to enable seamless connectivity. This step ensures that your device can connect to the internet and communicate with our platform. A stable Wi-Fi connection is essential for the device to function correctly and for you to manage it remotely. 4. Device Configuration and Policy Setup: Personalize your device by assigning it a distinct name that reflects its purpose or location. Configure any necessary policies to ensure that the device operates according to your specific requirements and security measures. This customization allows you to tailor the device's functionality to your organization's needs, enhancing efficiency and security. 5. Admin Details and Fingerprint Parameters: Provide administrative credentials for accessing the device settings. These credentials are necessary for making any future changes to the device configuration. If applicable, configure fingerprint parameters and add user details to establish user profiles within the system. This setup allows for secure and personalized access to the device for each user. 6. User Addition Process Guidance: Guide the client through the process of adding users to the system. This may involve assigning unique identifiers, such as fingerprints or access codes, to individual users for seamless authentication. Detailed instructions ensure that each user is correctly added to the system, enabling them to use the device efficiently. 7. Attendance Records Checking Instructions: Instruct the client on how to access and review attendance records through the system interface. This feature allows for easy monitoring of employee attendance and punctuality. Accurate attendance tracking helps in managing workforce efficiency and ensuring compliance with company policies. 8. Adding Holiday Schedules to the System: To enhance system functionality, add holiday schedules to ensure accurate attendance tracking. This involves inputting dates and details of holidays when regular work schedules are altered. By including holiday schedules, the system can accommodate deviations from standard working hours and maintain accurate record-keeping. This feature ensures that attendance data is not affected by holidays, providing a clear and precise attendance report.","1. Account Creation and Password Setup: Begin by creating an account on our platform. You will need to provide essential details such as your company name, address, and contact information. This information is crucial for identifying your organization within our system. Once you have filled in the required details, set up a secure password to ensure the safety of your account. A strong password is vital to protect your account from unauthorized access and potential security breaches. 2. Subscription Plan Selection and Device Setup: Choose a subscription plan that best suits your business needs. Our platform offers various plans tailored to different levels of usage and features. During the device setup process, ensure that the device is within Bluetooth range to establish a stable connection. This proximity is necessary to facilitate seamless communication between your device and the platform, enabling smooth setup and operation. 3. Device Integration with Account: Integrate the newly acquired device with your account. You will be prompted to input your Wi-Fi network's SSID and password details to enable seamless connectivity. This step ensures that your device can connect to the internet and communicate with our platform. A stable Wi-Fi connection is essential for the device to function correctly and for you to manage it remotely. 4. Device Configuration and Policy Setup: Personalize your device by assigning it a distinct name that reflects its purpose or location. Configure any necessary policies to ensure that the device operates according to your specific requirements and security measures. This customization allows you to tailor the device's functionality to your organization's needs, enhancing efficiency and security. 5. Admin Details and Fingerprint Parameters: Provide administrative credentials for accessing the device settings. These credentials are necessary for making any future changes to the device configuration. If applicable, configure fingerprint parameters and add user details to establish user profiles within the system. This setup allows for secure and personalized access to the device for each user. 6. User Addition Process Guidance: Guide the client through the process of adding users to the system. This may involve assigning unique identifiers, such as fingerprints or access codes, to individual users for seamless authentication. Detailed instructions ensure that each user is correctly added to the system, enabling them to use the device efficiently. 7. Attendance Records Checking Instructions: Instruct the client on how to access and review attendance records through the system interface. This feature allows for easy monitoring of employee attendance and punctuality. Accurate attendance tracking helps in managing workforce efficiency and ensuring compliance with company policies. 8. Adding Holiday Schedules to the System: To enhance system functionality, add holiday schedules to ensure accurate attendance tracking. This involves inputting dates and details of holidays when regular work schedules are altered. By including holiday schedules, the system can accommodate deviations from standard working hours and maintain accurate record-keeping. This feature ensures that attendance data is not affected by holidays, providing a clear and precise attendance report."
T016720,iApp,VMS not working ,VMS is not working in ZAHIL Plant. Kindly resolve the issue please,"1. The client reported that the VMS is not working, so I opened the software and found that it was stuck on the loading page and would not open.
2. I tried logging in and out multiple times, but I encountered the same issue, as it was running very slowly.
3. After that, I accessed the Zydus server and noticed it was hanging, so I opened the Task Manager and saw that CPU utilization was normal, ranging between 30% and 40%.
4. I opened the IIS server, stopped the process, and waited for some time to allow it to complete.
5. After stopping the process, I waited a bit and then restarted it. Now the software is functioning normally.","1. The client reported that the VMS is not working, so I opened the software and found that it was stuck on the loading page and would not open.
2. I tried logging in and out multiple times, but I encountered the same issue, as it was running very slowly.
3. After that, I accessed the Zydus server and noticed it was hanging, so I opened the Task Manager and saw that CPU utilization was normal, ranging between 30% and 40%.
4. I opened the IIS server, stopped the process, and waited for some time to allow it to complete.
5. After stopping the process, I waited a bit and then restarted it. Now the software is functioning normally."
T016722,,"1 Door Access Not Working","Dear Mr. Darshan, This is further to the discussion we had, as informed 1 door access is not working, request you to please do the needful to check the same. Best Regards Jacquelene Rodrigues Head – Operations | South Apeejay Business Centre Apeejay House, 39/12 Hadows Road, Nungambakkam, Chennai 600 006, India T +91 44 2822 4949 Ext 2013 DID +91 44 2830 2013 M +91 98408 67822 F +91 44 2826 2447 www.apeejaybusinesscentre.com .................................................................................................................................................................................................................................................................. .................................................................................................................................................................................................................................................................. Apeejay Business Centres, its as easy as ABC. Apeejay Business Centres, India's largest business centre chain, with 1,70,000 sq ft of instant offices to rent across India. Chennai • Hyderabad • Kolkata • Mumbai • Navi Mumbai • New Delhi • Pune Visit us on Facebook and Twitter for news & regular updates. Please also visit us at www.apeejaygroup.com This message and any attachment is intended only for the use of the addressee and may contain information that is privileged. If you are not the intended recipient, you are hereby notified that any dissemination of this communication is strictly prohibited. If you have received this communication in error, please erase all copies of the message and its attachments and notify us immediately. Thank You. P Please consider the environment before deciding to print this mail.",I am trying to reach the client but somehow not able to connect with them.,Client not responding for the chargeable base visit.
T016722,,"1 Door Access Not Working","Dear Mr. Darshan, This is further to the discussion we had, as informed 1 door access is not working, request you to please do the needful to check the same. Best Regards Jacquelene Rodrigues Head – Operations | South Apeejay Business Centre Apeejay House, 39/12 Hadows Road, Nungambakkam, Chennai 600 006, India T +91 44 2822 4949 Ext 2013 DID +91 44 2830 2013 M +91 98408 67822 F +91 44 2826 2447 www.apeejaybusinesscentre.com .................................................................................................................................................................................................................................................................. .................................................................................................................................................................................................................................................................. Apeejay Business Centres, its as easy as ABC. Apeejay Business Centres, India's largest business centre chain, with 1,70,000 sq ft of instant offices to rent across India. Chennai • Hyderabad • Kolkata • Mumbai • Navi Mumbai • New Delhi • Pune Visit us on Facebook and Twitter for news & regular updates. Please also visit us at www.apeejaygroup.com This message and any attachment is intended only for the use of the addressee and may contain information that is privileged. If you are not the intended recipient, you are hereby notified that any dissemination of this communication is strictly prohibited. If you have received this communication in error, please erase all copies of the message and its attachments and notify us immediately. Thank You. P Please consider the environment before deciding to print this mail.",I am trying to reach the client but somehow not able to connect with them.,Client not responding for the chargeable base visit.
T016722,,"1 Door Access Not Working","Dear Mr. Darshan, This is further to the discussion we had, as informed 1 door access is not working, request you to please do the needful to check the same. Best Regards Jacquelene Rodrigues Head – Operations | South Apeejay Business Centre Apeejay House, 39/12 Hadows Road, Nungambakkam, Chennai 600 006, India T +91 44 2822 4949 Ext 2013 DID +91 44 2830 2013 M +91 98408 67822 F +91 44 2826 2447 www.apeejaybusinesscentre.com .................................................................................................................................................................................................................................................................. .................................................................................................................................................................................................................................................................. Apeejay Business Centres, its as easy as ABC. Apeejay Business Centres, India's largest business centre chain, with 1,70,000 sq ft of instant offices to rent across India. Chennai • Hyderabad • Kolkata • Mumbai • Navi Mumbai • New Delhi • Pune Visit us on Facebook and Twitter for news & regular updates. Please also visit us at www.apeejaygroup.com This message and any attachment is intended only for the use of the addressee and may contain information that is privileged. If you are not the intended recipient, you are hereby notified that any dissemination of this communication is strictly prohibited. If you have received this communication in error, please erase all copies of the message and its attachments and notify us immediately. Thank You. P Please consider the environment before deciding to print this mail.",reminder-1 send to the client ,Client not responding for the chargeable base visit.
T016722,,"1 Door Access Not Working","Dear Mr. Darshan, This is further to the discussion we had, as informed 1 door access is not working, request you to please do the needful to check the same. Best Regards Jacquelene Rodrigues Head – Operations | South Apeejay Business Centre Apeejay House, 39/12 Hadows Road, Nungambakkam, Chennai 600 006, India T +91 44 2822 4949 Ext 2013 DID +91 44 2830 2013 M +91 98408 67822 F +91 44 2826 2447 www.apeejaybusinesscentre.com .................................................................................................................................................................................................................................................................. .................................................................................................................................................................................................................................................................. Apeejay Business Centres, its as easy as ABC. Apeejay Business Centres, India's largest business centre chain, with 1,70,000 sq ft of instant offices to rent across India. Chennai • Hyderabad • Kolkata • Mumbai • Navi Mumbai • New Delhi • Pune Visit us on Facebook and Twitter for news & regular updates. Please also visit us at www.apeejaygroup.com This message and any attachment is intended only for the use of the addressee and may contain information that is privileged. If you are not the intended recipient, you are hereby notified that any dissemination of this communication is strictly prohibited. If you have received this communication in error, please erase all copies of the message and its attachments and notify us immediately. Thank You. P Please consider the environment before deciding to print this mail.",reminder-1 send to the client ,Client not responding for the chargeable base visit.
T016722,,"1 Door Access Not Working","Dear Mr. Darshan, This is further to the discussion we had, as informed 1 door access is not working, request you to please do the needful to check the same. Best Regards Jacquelene Rodrigues Head – Operations | South Apeejay Business Centre Apeejay House, 39/12 Hadows Road, Nungambakkam, Chennai 600 006, India T +91 44 2822 4949 Ext 2013 DID +91 44 2830 2013 M +91 98408 67822 F +91 44 2826 2447 www.apeejaybusinesscentre.com .................................................................................................................................................................................................................................................................. .................................................................................................................................................................................................................................................................. Apeejay Business Centres, its as easy as ABC. Apeejay Business Centres, India's largest business centre chain, with 1,70,000 sq ft of instant offices to rent across India. Chennai • Hyderabad • Kolkata • Mumbai • Navi Mumbai • New Delhi • Pune Visit us on Facebook and Twitter for news & regular updates. Please also visit us at www.apeejaygroup.com This message and any attachment is intended only for the use of the addressee and may contain information that is privileged. If you are not the intended recipient, you are hereby notified that any dissemination of this communication is strictly prohibited. If you have received this communication in error, please erase all copies of the message and its attachments and notify us immediately. Thank You. P Please consider the environment before deciding to print this mail.",share details with hardware team.,Client not responding for the chargeable base visit.
T016722,,"1 Door Access Not Working","Dear Mr. Darshan, This is further to the discussion we had, as informed 1 door access is not working, request you to please do the needful to check the same. Best Regards Jacquelene Rodrigues Head – Operations | South Apeejay Business Centre Apeejay House, 39/12 Hadows Road, Nungambakkam, Chennai 600 006, India T +91 44 2822 4949 Ext 2013 DID +91 44 2830 2013 M +91 98408 67822 F +91 44 2826 2447 www.apeejaybusinesscentre.com .................................................................................................................................................................................................................................................................. .................................................................................................................................................................................................................................................................. Apeejay Business Centres, its as easy as ABC. Apeejay Business Centres, India's largest business centre chain, with 1,70,000 sq ft of instant offices to rent across India. Chennai • Hyderabad • Kolkata • Mumbai • Navi Mumbai • New Delhi • Pune Visit us on Facebook and Twitter for news & regular updates. Please also visit us at www.apeejaygroup.com This message and any attachment is intended only for the use of the addressee and may contain information that is privileged. If you are not the intended recipient, you are hereby notified that any dissemination of this communication is strictly prohibited. If you have received this communication in error, please erase all copies of the message and its attachments and notify us immediately. Thank You. P Please consider the environment before deciding to print this mail.",Charges are shared to the client for visit.,Client not responding for the chargeable base visit.
T016722,,"1 Door Access Not Working","Dear Mr. Darshan, This is further to the discussion we had, as informed 1 door access is not working, request you to please do the needful to check the same. Best Regards Jacquelene Rodrigues Head – Operations | South Apeejay Business Centre Apeejay House, 39/12 Hadows Road, Nungambakkam, Chennai 600 006, India T +91 44 2822 4949 Ext 2013 DID +91 44 2830 2013 M +91 98408 67822 F +91 44 2826 2447 www.apeejaybusinesscentre.com .................................................................................................................................................................................................................................................................. .................................................................................................................................................................................................................................................................. Apeejay Business Centres, its as easy as ABC. Apeejay Business Centres, India's largest business centre chain, with 1,70,000 sq ft of instant offices to rent across India. Chennai • Hyderabad • Kolkata • Mumbai • Navi Mumbai • New Delhi • Pune Visit us on Facebook and Twitter for news & regular updates. Please also visit us at www.apeejaygroup.com This message and any attachment is intended only for the use of the addressee and may contain information that is privileged. If you are not the intended recipient, you are hereby notified that any dissemination of this communication is strictly prohibited. If you have received this communication in error, please erase all copies of the message and its attachments and notify us immediately. Thank You. P Please consider the environment before deciding to print this mail.",Send mail for client is agree or not for chargable base visit.,Client not responding for the chargeable base visit.
T016722,,"1 Door Access Not Working","Dear Mr. Darshan, This is further to the discussion we had, as informed 1 door access is not working, request you to please do the needful to check the same. Best Regards Jacquelene Rodrigues Head – Operations | South Apeejay Business Centre Apeejay House, 39/12 Hadows Road, Nungambakkam, Chennai 600 006, India T +91 44 2822 4949 Ext 2013 DID +91 44 2830 2013 M +91 98408 67822 F +91 44 2826 2447 www.apeejaybusinesscentre.com .................................................................................................................................................................................................................................................................. .................................................................................................................................................................................................................................................................. Apeejay Business Centres, its as easy as ABC. Apeejay Business Centres, India's largest business centre chain, with 1,70,000 sq ft of instant offices to rent across India. Chennai • Hyderabad • Kolkata • Mumbai • Navi Mumbai • New Delhi • Pune Visit us on Facebook and Twitter for news & regular updates. Please also visit us at www.apeejaygroup.com This message and any attachment is intended only for the use of the addressee and may contain information that is privileged. If you are not the intended recipient, you are hereby notified that any dissemination of this communication is strictly prohibited. If you have received this communication in error, please erase all copies of the message and its attachments and notify us immediately. Thank You. P Please consider the environment before deciding to print this mail.",Send mail for client is agree or not for chargable base visit.(With reminder),Client not responding for the chargeable base visit.
T016723,NetXsControl Ent.,Live Transaction Database is full,Live Transaction Database is full,We requested Nikunj sir to share remote charges.,We set the max size at unlimited for primary log data fine from SQL and start the downloading hence issue has been resolved. As we checked database has been full. so we delete the data from year 2018 to 2021 - delete from trans where dt between '2018-12-22' and '2021-12-31'. Than download the pending transaction hence issue has been resolved.
T016723,NetXsControl Ent.,Live Transaction Database is full,Live Transaction Database is full,We requested our team to share the remote charges.,We set the max size at unlimited for primary log data fine from SQL and start the downloading hence issue has been resolved. As we checked database has been full. so we delete the data from year 2018 to 2021 - delete from trans where dt between '2018-12-22' and '2021-12-31'. Than download the pending transaction hence issue has been resolved.
T016723,NetXsControl Ent.,Live Transaction Database is full,Live Transaction Database is full,They didn't answer when we tried to call them.,We set the max size at unlimited for primary log data fine from SQL and start the downloading hence issue has been resolved. As we checked database has been full. so we delete the data from year 2018 to 2021 - delete from trans where dt between '2018-12-22' and '2021-12-31'. Than download the pending transaction hence issue has been resolved.
T016723,NetXsControl Ent.,Live Transaction Database is full,Live Transaction Database is full,We set the max size at unlimited for primary log data fine from SQL and start the downloading hence issue has been resolved.,We set the max size at unlimited for primary log data fine from SQL and start the downloading hence issue has been resolved. As we checked database has been full. so we delete the data from year 2018 to 2021 - delete from trans where dt between '2018-12-22' and '2021-12-31'. Than download the pending transaction hence issue has been resolved.
T016723,NetXsControl Ent.,Live Transaction Database is full,Live Transaction Database is full,As we checked database has been full. so we delete the data from year 2018 to 2021 - delete from trans where dt between '2018-12-22' and '2021-12-31'. Than download the pending transaction hence issue has been resolved.,We set the max size at unlimited for primary log data fine from SQL and start the downloading hence issue has been resolved. As we checked database has been full. so we delete the data from year 2018 to 2021 - delete from trans where dt between '2018-12-22' and '2021-12-31'. Than download the pending transaction hence issue has been resolved.
T016724,iApp, iApp upgradation,iApp upgradation,We conduct the remote session and user try to forget the password they got error (link already use and expired) they are facing issue only with one user. find the attachment for your reference  ,As per checked this issue i send a password reset mail is has been send to the employee is done but employee within 2 hours reset the password is work / i already discussed with client for this information 
T016724,iApp, iApp upgradation,iApp upgradation,As per discussed with swipe technology team client will be connect on tomorrow,As per checked this issue i send a password reset mail is has been send to the employee is done but employee within 2 hours reset the password is work / i already discussed with client for this information 
T016724,iApp, iApp upgradation,iApp upgradation,As per discussed with swipe technology team client will be connect on tomorrow,As per checked this issue i send a password reset mail is has been send to the employee is done but employee within 2 hours reset the password is work / i already discussed with client for this information 
T016724,iApp, iApp upgradation,iApp upgradation,i trying to connect a call but vendor side no any response ,As per checked this issue i send a password reset mail is has been send to the employee is done but employee within 2 hours reset the password is work / i already discussed with client for this information 
T016724,iApp, iApp upgradation,iApp upgradation,i trying to connect a call but vendor side no any response ,As per checked this issue i send a password reset mail is has been send to the employee is done but employee within 2 hours reset the password is work / i already discussed with client for this information 
T016724,iApp, iApp upgradation,iApp upgradation,As per checked this issue i send a password reset mail is has been send to the employee is done but employee within 2 hours reset the password is work / i already discussed with client for this information ,As per checked this issue i send a password reset mail is has been send to the employee is done but employee within 2 hours reset the password is work / i already discussed with client for this information 
T016725,,Required support for application migration activity,"Dear Team,I wanted to address the Netxs Control Software migration activity for the Spectra software. As per our agreement and product support policy, we cannot demand any additional charges from the client for this migration. Since the software belongs to Spectra, it is our responsibility to provide support for its seamless integration and functionality.We consider this migration activity an essential aspect of our product and services. Completing this task efficiently for every client significantly enhances the value of our offerings.I kindly request that you expedite the completion of this task as soon as possible.Thank you for understanding our concerns and supporting our commitment to delivering exceptional customer experience. Thanks &",duplicate ticket refer from T016725,duplicate ticket refer from T016725
T016726,,Khaitan & CO Netxs control,"Dear Sir, This is with reference to NEtx controller installed at khaitan & co Prabhadevi Mumbai Software was installed at site. when the client updated their PC & installed the same version software. When we add new and save employees in software. Software is getting a long time for 02 nos ACT 1000 controller when data is sending. Netxs control 4.4.0.9046 Thanks &",Duplicate ticket-T016746,Duplicate ticket-T016746
T016727,,Punch Issue,"Dear Suresh Ji, Bandana Chettri (143494) had came on 05.09.2024 in A shift. She had punch in at 05:54 and punch out at 23:00 PM. In punch details her out punch has been registred. But in her attendance out punch details are not reflecting. Kindly look into the issue and update us. Ranju Lata Mohakud Executive | HR | Sikkim Plant - 3 T: +91 9593634560,61, Ext: 513 Village - Bagheykhola, P.O.: Majitar | Gangtok | East District, Sikkim - 737136 |www.torrentpharma.com",The Issue has been resolved,The Issue has been resolved
T016728,iApp,Data not showing ,This is to inform you that Turnstile 01OR Sikkim Unit 1 not showing in punch details since last some days. Kindly rectify the issue and resolve the ASAP. IP:-172.24.115.18,"1. The client reported that the device data has not been showing for a long time, so I checked the database menu in the software and found that the device is marked as inactive.
2. I then accessed the Zydus server, pinged the IP, and confirmed that the device IP is active.
3. I opened the bootloader application, searched for the device, and found that the device parameters were correct, so I updated the firmware.
4. After the update was completed, the device still showed as inactive, so I updated the MAC address in the software, but the device remained inactive.
5. I went to the database and executed the following queries:
   - `SELECT * FROM controllermaster WHERE ipaddr=''`
   - `SELECT * FROM machinedata WHERE controllerid='' AND status='P'`
6. I found that there are more than 4,000 transactions pending on the device, which is why it is showing offline. The pending transactions are clearing slowly, so I requested the client to please wait for some time until all the pending transactions are cleared from the device.","1. The client reported that the device data has not been showing for a long time, so I checked the database menu in the software and found that the device is marked as inactive.
2. I then accessed the Zydus server, pinged the IP, and confirmed that the device IP is active.
3. I opened the bootloader application, searched for the device, and found that the device parameters were correct, so I updated the firmware.
4. After the update was completed, the device still showed as inactive, so I updated the MAC address in the software, but the device remained inactive.
5. I went to the database and executed the following queries:
   - `SELECT * FROM controllermaster WHERE ipaddr=''`
   - `SELECT * FROM machinedata WHERE controllerid='' AND status='P'`
6. I found that there are more than 4,000 transactions pending on the device, which is why it is showing offline. The pending transactions are clearing slowly, so I requested the client to please wait for some time until all the pending transactions are cleared from the device."
T016729,NetXsControl Ent.,Re- Installation,Re- Installation,send mail to nikunjbhai for sharing charges to SI,"As per today’s remote session, we have successfully reinstalled the NetXS software. All devices are now online, and all transactions have been downloaded. The software is functioning properly at this time."
T016729,NetXsControl Ent.,Re- Installation,Re- Installation,send mail for charges.,"As per today’s remote session, we have successfully reinstalled the NetXS software. All devices are now online, and all transactions have been downloaded. The software is functioning properly at this time."
T016729,NetXsControl Ent.,Re- Installation,Re- Installation,"As per today’s remote session, we have successfully reinstalled the NetXS software. All devices are now online, and all transactions have been downloaded. The software is functioning properly at this time.","As per today’s remote session, we have successfully reinstalled the NetXS software. All devices are now online, and all transactions have been downloaded. The software is functioning properly at this time."
T016730,iApp,Punch updown ,"Employee Punch Overlaps on dated 12/09/24 & 13/09/24. Previously I was rights to move employees punch up & down. But right now, it is not visible to me. Pls give me rights. Pls find below 2 screenshots.","1. The client reported that when he tries to perform an up-down punch on the attendance update, the up-down button is not showing.
2. I opened the attendance management system, edited the attendance punch, and confirmed that the up-down arrows are displayed.
3. I guided the client to note that no changes have been made to his login rights and advised him to check again.","1. The client reported that when he tries to perform an up-down punch on the attendance update, the up-down button is not showing.
2. I opened the attendance management system, edited the attendance punch, and confirmed that the up-down arrows are displayed.
3. I guided the client to note that no changes have been made to his login rights and advised him to check again."
T016731,iApp,Attendance data not showing ,Pls update as per below details 09/09/24 In Punch not show in I-App. Employee id 102043,"1. Client reported that attendance data not showing for the date 09/09/2024 of the employee id 102043
2. First, we checked the Employee Master and found attendance sanctions in the Miscellaneous menu. 
3. After that, we checked the attendance sheet and found that the sanctions weren't reflected in it. 
4. I took the Zydus server and opened the database, then executed the following query: 
SELECT * FROM EmpMaster WHERE Code = '' 
SELECT * FROM AttdDetails WHERE EmpID = '' AND AttdDate = '' 
4. I discovered that attendance punches had an invalid Process Flag showing X. 
5. I updated the Process Flag to P, and all the pending sanctions were cleared and now appear properly in the attendance sheet","1. Client reported that attendance data not showing for the date 09/09/2024 of the employee id 102043
2. First, we checked the Employee Master and found attendance sanctions in the Miscellaneous menu. 
3. After that, we checked the attendance sheet and found that the sanctions weren't reflected in it. 
4. I took the Zydus server and opened the database, then executed the following query: 
SELECT * FROM EmpMaster WHERE Code = '' 
SELECT * FROM AttdDetails WHERE EmpID = '' AND AttdDate = '' 
4. I discovered that attendance punches had an invalid Process Flag showing X. 
5. I updated the Process Flag to P, and all the pending sanctions were cleared and now appear properly in the attendance sheet"
T016734,,Controller Offline & Bulk Data upload,"Dear Team,One controller its offline and request to assist in bulk upload of data. Application iApp. Request to schedule and update ticket. Company Name Visionet Systems Site Address No. 23 & 24, AMR Tech Park II, Hongasandra, Bengaluru – 560068, Karnataka Land Line Number Contact Person Name Raju Contact Number 7259298111 Contact email munirathnam.raju#@visionet.com RegardsM.Shankara9591971036Euphoria TechnologiesNo. 1931/15A, 11th Main A Block2nd Stage RajajinagarBangalore 560 010","Duplicate ticket-T016747
",Duplicate ticket-T016747
T016735,iApp,FW: Unregularized Attendance Notification. on dated 14 Sep 2024,"Dear Spectra Team, Please find the below screenshot & Kindly do the needful. E. code – 2828 Date – 14 Sep 2024","As the client had issue in the attendance module in which, they had issue in late arrival/early going and also in outdoor duty.
It has been resolved by doing online meeting.","As the client had issue in the attendance module in which, they had issue in late arrival/early going and also in outdoor duty.
It has been resolved by doing online meeting."
T016736,iApp,"2 Controller Add in Hyderabad location","2 Controller Add in Hyderabad location",Client need to share server login.,wer configure both the devices.
T016736,iApp,"2 Controller Add in Hyderabad location","2 Controller Add in Hyderabad location",Client need to share server login.,wer configure both the devices.
T016737,,access control device cell down error,"Hello spectra team, Two access control device cell down error and device offline pls check and resolve this issue.",ketul sir suggested RMA,Verified Rma for RMA000389
T016737,,access control device cell down error,"Hello spectra team, Two access control device cell down error and device offline pls check and resolve this issue.",ketul sir suggested RMA,Verified Rma for RMA000389
T016737,,access control device cell down error,"Hello spectra team, Two access control device cell down error and device offline pls check and resolve this issue.",RMA,Verified Rma for RMA000389
T016737,,access control device cell down error,"Hello spectra team, Two access control device cell down error and device offline pls check and resolve this issue.",RMA,Verified Rma for RMA000389
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With",Forwarded to L2,As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With","As per the client's requirement, a process bar is needed during the month closure process so that they can identify whether the process is running or not, just like the process bar that appears in other reports.


Current Version : 4.1.68.0",As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With","Hi Yogeshsinh,

We verified the issue in UAT on Friday, and it’s working as expected. Could you please help me check this issue again on the live server?

Thanks!",As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With","Hi Yogeshsinh,

The issue you reported has been resolved in the latest package. ",As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With",Waiting for the client confirmation,As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With",Waiting for the client confirmation,As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With",Forwarded to L2,As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With",Latest build updated but client side confirmation is pending ,As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With",Latest build updated but client side confirmation is pending ,As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016739,iApp,Month Closer Report - Process Bar,"In the Month Closure report process, the process bar is not showing, hence not being able to identify whether that report runs or not. This issue was shared with you before the system upgrade. With",As per Location Hr Kanak Madam confirmation this issue has been resolved ,As per Location Hr Kanak Madam confirmation this issue has been resolved 
T016740,iApp,"1057","Sapid 379942 Dipesh Sonanawne transferred from SPIL to SPLL, CL and SL is accured less in system. Please find date of join 01-07-023 and leave applied before date of join for below transfer employee from SPIL to SPLL and also consolidate ledger shows accurals on 01-apr-2023",Assign to L2,Issue has been resolved
T016740,iApp,"1057","Sapid 379942 Dipesh Sonanawne transferred from SPIL to SPLL, CL and SL is accured less in system. Please find date of join 01-07-023 and leave applied before date of join for below transfer employee from SPIL to SPLL and also consolidate ledger shows accurals on 01-apr-2023","Dear Zeel,
Please file attached integration log where there is no change in Date of Join.",Issue has been resolved
T016740,iApp,"1057","Sapid 379942 Dipesh Sonanawne transferred from SPIL to SPLL, CL and SL is accured less in system. Please find date of join 01-07-023 and leave applied before date of join for below transfer employee from SPIL to SPLL and also consolidate ledger shows accurals on 01-apr-2023",Please share ledger Report to verify case.,Issue has been resolved
