"ticket_no","name","ticket_title","description_plain","comments","solution"
T027568,iApp,No Power on Face Identification Device,"Hi Team, Kindly find the below required details with attached images, please arrange engg ASAP. Company Name SAREGAMA India Ltd Site Address Saregama India Limited Peninsula Park Plot -04 1603 , 16th Floor Near Hard Rock Café Andheri West , Mumbai – 400058 Land Line Number NA Contact Person Name Rajesh Ghadigaokar Contact Number 9969489199 Contact email it.helpdesk@rpsg.in Vendor Company Name NA Vendor Engineer Name NA Vendor Contact Number NA Vendor Contact email NA AMC /warranty/ No coverage Warranty Issue Description No Power on Face Identification Device Software (iApp, NextXS, ARS Win etc.) iApp",For Engineer visit send mail to Hardware team.,"Engineer visit done. and reported issue solved.
Both devices issue resolved. And door access work on face or exit button properly. "
T027568,iApp,No Power on Face Identification Device,"Hi Team, Kindly find the below required details with attached images, please arrange engg ASAP. Company Name SAREGAMA India Ltd Site Address Saregama India Limited Peninsula Park Plot -04 1603 , 16th Floor Near Hard Rock Café Andheri West , Mumbai – 400058 Land Line Number NA Contact Person Name Rajesh Ghadigaokar Contact Number 9969489199 Contact email it.helpdesk@rpsg.in Vendor Company Name NA Vendor Engineer Name NA Vendor Contact Number NA Vendor Contact email NA AMC /warranty/ No coverage Warranty Issue Description No Power on Face Identification Device Software (iApp, NextXS, ARS Win etc.) iApp",For Engineer visit send mail to Hardware team.,"Engineer visit done. and reported issue solved.
Both devices issue resolved. And door access work on face or exit button properly. "
T027569,NetXsControl Ent.,software issue,"Not a valid licence, error",As discussed on call we will connect in half hour 9311765792,"As per our telephonic conversation and confirmation from the client, the reported issue has been resolved. Therefore, we are closing this ticket."
T027569,NetXsControl Ent.,software issue,"Not a valid licence, error",As discussed on call we will connect in half hour,"As per our telephonic conversation and confirmation from the client, the reported issue has been resolved. Therefore, we are closing this ticket."
T027569,NetXsControl Ent.,software issue,"Not a valid licence, error","As per our telephonic conversation and confirmation from the client, the reported issue has been resolved. Therefore, we are closing this ticket.","As per our telephonic conversation and confirmation from the client, the reported issue has been resolved. Therefore, we are closing this ticket."
T027570,iApp,User accounts not working,"Hi Team , Need to change usernames for below employees: DEEPAIN MOHAN ASSISTANT MANAGER | IT | AHMEDABAD M: 9974009664, Nr. Thaltej Metro Station, Thaltej Cross Road, | AHMEDABAD | AHMEDABAD - 380015 | www.torrentgas.com This email along with any attachments is intended solely for the use of the individual or entity to whom it is addressed and others authorized to receive it. It may contain confidential, proprietary, or legally privileged information. Any other use of email, such as, unauthorized access, reproduction, disclosure, copying, distribution, or reliance on any contents of it by any person(s) other than intended recipients, or for any purpose other than for which it was supplied is prohibited and unlawful. If you are not the intended recipient, please notify the sender immediately and delete the email. Neither the sender/Company nor any of its/their affiliates are liable for the proper and complete transmission of the information contained in this communication.","We called the user, and they will connect with us at their convenience.","We took a remote session with the user and found that they wanted to update the username for one employee. To do so, we performed the following queries on the backend, and the username was successfully changed:

Select * from Alluser where EmpCode='201723'

Select * from Usermaster where EmpId='1990'

Update UserMaster set Username='201723' where EmpID='1990'"
T027570,iApp,User accounts not working,"Hi Team , Need to change usernames for below employees: DEEPAIN MOHAN ASSISTANT MANAGER | IT | AHMEDABAD M: 9974009664, Nr. Thaltej Metro Station, Thaltej Cross Road, | AHMEDABAD | AHMEDABAD - 380015 | www.torrentgas.com This email along with any attachments is intended solely for the use of the individual or entity to whom it is addressed and others authorized to receive it. It may contain confidential, proprietary, or legally privileged information. Any other use of email, such as, unauthorized access, reproduction, disclosure, copying, distribution, or reliance on any contents of it by any person(s) other than intended recipients, or for any purpose other than for which it was supplied is prohibited and unlawful. If you are not the intended recipient, please notify the sender immediately and delete the email. Neither the sender/Company nor any of its/their affiliates are liable for the proper and complete transmission of the information contained in this communication.",Ticket Details Changed,"We took a remote session with the user and found that they wanted to update the username for one employee. To do so, we performed the following queries on the backend, and the username was successfully changed:

Select * from Alluser where EmpCode='201723'

Select * from Usermaster where EmpId='1990'

Update UserMaster set Username='201723' where EmpID='1990'"
T027570,iApp,User accounts not working,"Hi Team , Need to change usernames for below employees: DEEPAIN MOHAN ASSISTANT MANAGER | IT | AHMEDABAD M: 9974009664, Nr. Thaltej Metro Station, Thaltej Cross Road, | AHMEDABAD | AHMEDABAD - 380015 | www.torrentgas.com This email along with any attachments is intended solely for the use of the individual or entity to whom it is addressed and others authorized to receive it. It may contain confidential, proprietary, or legally privileged information. Any other use of email, such as, unauthorized access, reproduction, disclosure, copying, distribution, or reliance on any contents of it by any person(s) other than intended recipients, or for any purpose other than for which it was supplied is prohibited and unlawful. If you are not the intended recipient, please notify the sender immediately and delete the email. Neither the sender/Company nor any of its/their affiliates are liable for the proper and complete transmission of the information contained in this communication.","We called the user, and they will connect with us at their convenience.","We took a remote session with the user and found that they wanted to update the username for one employee. To do so, we performed the following queries on the backend, and the username was successfully changed:

Select * from Alluser where EmpCode='201723'

Select * from Usermaster where EmpId='1990'

Update UserMaster set Username='201723' where EmpID='1990'"
T027570,iApp,User accounts not working,"Hi Team , Need to change usernames for below employees: DEEPAIN MOHAN ASSISTANT MANAGER | IT | AHMEDABAD M: 9974009664, Nr. Thaltej Metro Station, Thaltej Cross Road, | AHMEDABAD | AHMEDABAD - 380015 | www.torrentgas.com This email along with any attachments is intended solely for the use of the individual or entity to whom it is addressed and others authorized to receive it. It may contain confidential, proprietary, or legally privileged information. Any other use of email, such as, unauthorized access, reproduction, disclosure, copying, distribution, or reliance on any contents of it by any person(s) other than intended recipients, or for any purpose other than for which it was supplied is prohibited and unlawful. If you are not the intended recipient, please notify the sender immediately and delete the email. Neither the sender/Company nor any of its/their affiliates are liable for the proper and complete transmission of the information contained in this communication.","We took a remote session with the user and found that they wanted to update the username for one employee. To do so, we performed the following queries on the backend, and the username was successfully changed:

Select * from Alluser where EmpCode='201723'

Select * from Usermaster where EmpId='1990'

Update UserMaster set Username='201723' where EmpID='1990'","We took a remote session with the user and found that they wanted to update the username for one employee. To do so, we performed the following queries on the backend, and the username was successfully changed:

Select * from Alluser where EmpCode='201723'

Select * from Usermaster where EmpId='1990'

Update UserMaster set Username='201723' where EmpID='1990'"
T027572,ARSWin-Net,Door access not working,"Hi, We would like to inform you that our Door Access in II Floor is not working,Power is coming in the adapter but the machine is not working.Please send your service engineer to attend the Issue-- Thanks & regardsJayarama Rao G RHR & Admin📧: jayarama.rao@gokhana.com📞: +91 8884470003/whats app 9886377899📍: GoKhana, #1/4, 1st Cross, Wilson Garden, Hosur Main Road, Bengaluru, India 560027www.GoKhana.comDisclaimerThis email (including any enclosed documents) is only intended for the person(s) to whom it is addressed and may have confidential information. Unless stated to the contrary, any opinions or comments are personal to the writer and do not represent the official view of the company. If you have received this email in error, please notify the company immediately by reply email and then delete this message irretrievably from your system. Please do not copy this email, use it for any purposes, or disclose its contents to any other person. Any person communicating with the company by email will be deemed to have accepted the risks associated with sending information by email being interception, amendment, and loss as well as the consequences of incomplete or late delivery. Information contained in this email and any attachments may be privileged or confidential and intended for the exclusive use of the original recipient. To learn more about how we collect and process your private and confidential information, please view our Privacy Policy.ReplyReply allForward",We called the user and learned that they are having an issue with the device. We have asked the user to send a video of the malfunction for better understanding.,"We received a confirmation via email from our hardware team that they have visited your site and the reported issue has been resolved.

"
T027572,ARSWin-Net,Door access not working,"Hi, We would like to inform you that our Door Access in II Floor is not working,Power is coming in the adapter but the machine is not working.Please send your service engineer to attend the Issue-- Thanks & regardsJayarama Rao G RHR & Admin📧: jayarama.rao@gokhana.com📞: +91 8884470003/whats app 9886377899📍: GoKhana, #1/4, 1st Cross, Wilson Garden, Hosur Main Road, Bengaluru, India 560027www.GoKhana.comDisclaimerThis email (including any enclosed documents) is only intended for the person(s) to whom it is addressed and may have confidential information. Unless stated to the contrary, any opinions or comments are personal to the writer and do not represent the official view of the company. If you have received this email in error, please notify the company immediately by reply email and then delete this message irretrievably from your system. Please do not copy this email, use it for any purposes, or disclose its contents to any other person. Any person communicating with the company by email will be deemed to have accepted the risks associated with sending information by email being interception, amendment, and loss as well as the consequences of incomplete or late delivery. Information contained in this email and any attachments may be privileged or confidential and intended for the exclusive use of the original recipient. To learn more about how we collect and process your private and confidential information, please view our Privacy Policy.ReplyReply allForward",Ticket Details Changed,"We received a confirmation via email from our hardware team that they have visited your site and the reported issue has been resolved.

"
T027572,ARSWin-Net,Door access not working,"Hi, We would like to inform you that our Door Access in II Floor is not working,Power is coming in the adapter but the machine is not working.Please send your service engineer to attend the Issue-- Thanks & regardsJayarama Rao G RHR & Admin📧: jayarama.rao@gokhana.com📞: +91 8884470003/whats app 9886377899📍: GoKhana, #1/4, 1st Cross, Wilson Garden, Hosur Main Road, Bengaluru, India 560027www.GoKhana.comDisclaimerThis email (including any enclosed documents) is only intended for the person(s) to whom it is addressed and may have confidential information. Unless stated to the contrary, any opinions or comments are personal to the writer and do not represent the official view of the company. If you have received this email in error, please notify the company immediately by reply email and then delete this message irretrievably from your system. Please do not copy this email, use it for any purposes, or disclose its contents to any other person. Any person communicating with the company by email will be deemed to have accepted the risks associated with sending information by email being interception, amendment, and loss as well as the consequences of incomplete or late delivery. Information contained in this email and any attachments may be privileged or confidential and intended for the exclusive use of the original recipient. To learn more about how we collect and process your private and confidential information, please view our Privacy Policy.ReplyReply allForward",We called the user and learned that they are having an issue with the device. We have asked the user to send a video of the malfunction for better understanding.,"We received a confirmation via email from our hardware team that they have visited your site and the reported issue has been resolved.

"
T027572,ARSWin-Net,Door access not working,"Hi, We would like to inform you that our Door Access in II Floor is not working,Power is coming in the adapter but the machine is not working.Please send your service engineer to attend the Issue-- Thanks & regardsJayarama Rao G RHR & Admin📧: jayarama.rao@gokhana.com📞: +91 8884470003/whats app 9886377899📍: GoKhana, #1/4, 1st Cross, Wilson Garden, Hosur Main Road, Bengaluru, India 560027www.GoKhana.comDisclaimerThis email (including any enclosed documents) is only intended for the person(s) to whom it is addressed and may have confidential information. Unless stated to the contrary, any opinions or comments are personal to the writer and do not represent the official view of the company. If you have received this email in error, please notify the company immediately by reply email and then delete this message irretrievably from your system. Please do not copy this email, use it for any purposes, or disclose its contents to any other person. Any person communicating with the company by email will be deemed to have accepted the risks associated with sending information by email being interception, amendment, and loss as well as the consequences of incomplete or late delivery. Information contained in this email and any attachments may be privileged or confidential and intended for the exclusive use of the original recipient. To learn more about how we collect and process your private and confidential information, please view our Privacy Policy.ReplyReply allForward","We have received the device image, and upon inspection, we found that the door magnet is not working. We have informed our hardware team about the issue, and they will check their availability and plan the visit accordingly.

","We received a confirmation via email from our hardware team that they have visited your site and the reported issue has been resolved.

"
T027572,ARSWin-Net,Door access not working,"Hi, We would like to inform you that our Door Access in II Floor is not working,Power is coming in the adapter but the machine is not working.Please send your service engineer to attend the Issue-- Thanks & regardsJayarama Rao G RHR & Admin📧: jayarama.rao@gokhana.com📞: +91 8884470003/whats app 9886377899📍: GoKhana, #1/4, 1st Cross, Wilson Garden, Hosur Main Road, Bengaluru, India 560027www.GoKhana.comDisclaimerThis email (including any enclosed documents) is only intended for the person(s) to whom it is addressed and may have confidential information. Unless stated to the contrary, any opinions or comments are personal to the writer and do not represent the official view of the company. If you have received this email in error, please notify the company immediately by reply email and then delete this message irretrievably from your system. Please do not copy this email, use it for any purposes, or disclose its contents to any other person. Any person communicating with the company by email will be deemed to have accepted the risks associated with sending information by email being interception, amendment, and loss as well as the consequences of incomplete or late delivery. Information contained in this email and any attachments may be privileged or confidential and intended for the exclusive use of the original recipient. To learn more about how we collect and process your private and confidential information, please view our Privacy Policy.ReplyReply allForward","We have received the device image, and upon inspection, we found that the door magnet is not working. We have informed our hardware team about the issue, and they will check their availability and plan the visit accordingly.

","We received a confirmation via email from our hardware team that they have visited your site and the reported issue has been resolved.

"
T027572,ARSWin-Net,Door access not working,"Hi, We would like to inform you that our Door Access in II Floor is not working,Power is coming in the adapter but the machine is not working.Please send your service engineer to attend the Issue-- Thanks & regardsJayarama Rao G RHR & Admin📧: jayarama.rao@gokhana.com📞: +91 8884470003/whats app 9886377899📍: GoKhana, #1/4, 1st Cross, Wilson Garden, Hosur Main Road, Bengaluru, India 560027www.GoKhana.comDisclaimerThis email (including any enclosed documents) is only intended for the person(s) to whom it is addressed and may have confidential information. Unless stated to the contrary, any opinions or comments are personal to the writer and do not represent the official view of the company. If you have received this email in error, please notify the company immediately by reply email and then delete this message irretrievably from your system. Please do not copy this email, use it for any purposes, or disclose its contents to any other person. Any person communicating with the company by email will be deemed to have accepted the risks associated with sending information by email being interception, amendment, and loss as well as the consequences of incomplete or late delivery. Information contained in this email and any attachments may be privileged or confidential and intended for the exclusive use of the original recipient. To learn more about how we collect and process your private and confidential information, please view our Privacy Policy.ReplyReply allForward","We received a confirmation via email from our hardware team that they have visited your site and the reported issue has been resolved.

","We received a confirmation via email from our hardware team that they have visited your site and the reported issue has been resolved.

"
T027573,,"338822-A-X on 19-Jan-2025","Dear Team Please help Regards Anilkumar Patel Human Resources Amneal Oncology Pvt Ltd Plot No. S-3, S-4, S-5A l TSIIC – SEZ l Vill- Polepally l Mdl – Jadcherla l Dist. – Mahaboobnagar – 509 301 l Telangana l India l Landline - +91 85423 50001 - *115 | Mobile – 9100122876 I",We reporcess the attendance Data reported issue resolved.,"I check from my side , We reporcess the attendance Data reported issue resolved."
T027574,,Technical evaluation sheet confirmation,"Dear Mr. Amit, Duly noted and Thank you. Thanks &",Conversation with our pre-sales consultant Amit Sharma.,Conversation with our pre-sales consultant Amit Sharma.
T027575,,Need support for Joining Date issue for integreon Bhubneshwar,"Dear Sir/Madam,Greetings from Speedtek Engineers !!!As you know we had upgraded the Integreon Bhubaneswar office Netxs software one month ago. Client has observed the all employees joining date is changed and showing date of software upgradation in employees data. Client is facing an issue at this point in the client audit, We request you to please give us a solution or support. From Client end Mr. Mitesh Rikame 9029626042 is available for help and better explanation.Thanks &",Duplicate ticket number : - T026742,Duplicate ticket number : - T026742
T027576,DSC-Communication,Data Lost in Spine,Data Lost in Spine,Need to forward to L2.,"we have created new database for third party ,download duplicate punches and remove duplicate punches  to resolve this issue "
T027576,DSC-Communication,Data Lost in Spine,Data Lost in Spine,"we have created new database for third party ,download duplicate punches and remove duplicate punches  to resolve this issue ","we have created new database for third party ,download duplicate punches and remove duplicate punches  to resolve this issue "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,"1. The client reported the need to configure a new device at the API Ahmedabad security gate.
2. I requested that they share the device's IP address. Upon receiving it, I accessed the Zydus server to check the device's IP connectivity and found that the device's IP was showing as inactive on the server.
3. I contacted the client and IT team, advising them to verify the IP network parameters. The IT team will check and update us on the further process.","1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,Waiting for client response.,"1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,"1. I connected with the client but continued to encounter network issues. Therefore, I coordinated with the IT team and guided them to investigate the network side.
2. The IT team investigated and found that the IP address is still not pinging on the Zydus server and the local network. They are currently working on resolving the issue.","1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,Waiting for client response.,"1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,"1. I connected with the IT team and guided them through the process of connecting the laptop to the device and checking the device's IP ping connectivity.
2. The IT team is currently investigating from their side and will provide us with an update. ","1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,Waiting for IT team response.,"1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,"1. I attempted to share the bootloader and firmware files through multiple methods; however, the IT team's network is blocking all the files I send to them.
2. The client is currently discussing with the IT team to resolve the network blocking issue.","1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,Waiting for client response.,"1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027578,iApp,Device Configuration,I need your support with the configuration of the controller. I have installed a new controller for the ADC project gate entry/exit. The details are provided in the attached image. Controller IP add. = 172.18.4.150 Controller name = ADC Project gate.,"1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  ","1. Our hardware engineer, Mr. Raj Patel, visited the location today and updated the firmware of the device by connecting it to a laptop.  
2. After the update, it was observed that the device was not getting network connectivity at the actual location due to a connection issue. Therefore, the device was temporarily relocated to the canteen area, where it successfully connected to the network. I then checked the device IP ping from the Zydus server, and it is now responding.  
3. I added the new device in the system under the name ""ADS DS Facility"" and configured it in NULL mode.  
4. The device is now receiving commands successfully, so I proceeded to set the card format.  
5. In coordination with the client, a new access group named ""ADS DS Facility"" was created, and the device was added to this group.  
6. Access was assigned to one employee for testing, and the punch/access is working correctly.  
7. I informed the IT team that the device is currently unable to connect to the network at its intended location. As a result, we temporarily configured it in the canteen area. Kindly verify the IP connectivity at the original location.  "
T027581,iApp,Unable to export transactions report,Unable to export transactions report,As we checked and download the transactions from transaction view which is about 22Lakh+ transaction for single month so wait for 2-5 min and its generated hence issue has been resolved.,As we checked and download the transactions from transaction view which is about 22Lakh+ transaction for single month so wait for 2-5 min and its generated hence issue has been resolved.
T027582,NetXsControl Ent.,door issue,facing issue with access door locks not disable when card is swiped.,Client not under AMC,"The issue was caused by the client using the iApp firmware with the NetXS software. After updating the NetXS firmware, the issue has been resolved"
T027582,NetXsControl Ent.,door issue,facing issue with access door locks not disable when card is swiped.,Client not under AMC,"The issue was caused by the client using the iApp firmware with the NetXS software. After updating the NetXS firmware, the issue has been resolved"
T027582,NetXsControl Ent.,door issue,facing issue with access door locks not disable when card is swiped.,Assign to rahul,"The issue was caused by the client using the iApp firmware with the NetXS software. After updating the NetXS firmware, the issue has been resolved"
T027582,NetXsControl Ent.,door issue,facing issue with access door locks not disable when card is swiped.,"The issue was caused by the client using the iApp firmware with the NetXS software. After updating the NetXS firmware, the issue has been resolved","The issue was caused by the client using the iApp firmware with the NetXS software. After updating the NetXS firmware, the issue has been resolved"
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,As we checked designed report is generated in wrong date format like if we generate it from 15/02 to 14/3 so in result report date start with march and than feb.,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,"I have designed a new report, but when I download the report and open the Excel and PDF files, the date and sequence are coming out wrong.",As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,Case is generated in the local environment.,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,Case is forwarded to the development team (Sanjay bhai).,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,Your reported point is resolved. Kindly update the latest package from CRM as 4.1.100.0 at the client side. Find attached RCA for your reported point.,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,Schedule later.,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,On hold,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,Called twice to Mr. Mani but no response.,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027583,NetXsControl Ent.,Issue in downloading report,Issue in downloading report,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.,As per today's remote session we update the IAPP version and checked the report hence issue has been resolved.
T027584,BioScribe 2C,DATA TRANSFER ERROR- 10.0.194.242 BioScribe 2C,DATA TRANSFER ERROR- 10.0.194.242 BioScribe 2C,"We found that device server port is different . so , we change the port and now it's working .","We found that device server port is different . so , we change the port and now it's working ."
T027586,,Fw: Canteen Timings,"Dear Team Spectra, With reference to the trail mail, As per the recent communication on canteen time slot allocation, please update the CMS -Lunch timing to reflect 12:00 PM to 2:00 PM. Machine details: Ghotawade canteen--3: 172.16.206.242 Ghotawade canteen--1: 172.16.206.170 Kindly do the needful.",Updated Lunch timezone for Gothwade location.,Updated Lunch timezone for Gothwade location.
T027588,UniStamp 2C,Issue in Spectra Unistamp 2C Device,Issue in Spectra Unistamp 2C Device,Assigned to another L1 member.,Verified Rma for RMA001171
T027588,UniStamp 2C,Issue in Spectra Unistamp 2C Device,Issue in Spectra Unistamp 2C Device,"Called on given number and scheduled meeting , on 11 AM Today.",Verified Rma for RMA001171
T027588,UniStamp 2C,Issue in Spectra Unistamp 2C Device,Issue in Spectra Unistamp 2C Device,Scheduled meeting at 11 Am today,Verified Rma for RMA001171
T027588,UniStamp 2C,Issue in Spectra Unistamp 2C Device,Issue in Spectra Unistamp 2C Device,"We tried to update the firmware of device but status was showing firmware and device miss match , then we asked them in email us photo device 
but we have not received yet, also no call response",Verified Rma for RMA001171
